Year,County,CountyName, Code,Deaths,Population,Crude Rate
2016,Lucas ,Lucas,39095 ,4611 ,432488 ,1066 
2016,Madison ,Madison,39097 ,446 ,43419 ,1027 
2016,Mahoning ,Mahoning,39099 ,3036 ,230008 ,1320 
2016,Marion ,Marion,39101 ,783 ,65096 ,1203 
2016,Medina ,Medina,39103 ,1433 ,177221 ,809 
2016,Meigs ,Meigs,39105 ,331 ,23125 ,1431 
2016,Mercer ,Mercer,39107 ,439 ,40909 ,1073 
2016,Miami ,Miami,39109 ,1167 ,104679 ,1115 
2016,Monroe ,Monroe,39111 ,172 ,14210 ,1210 
2016,Montgomery ,Montgomery,39113 ,6218 ,531239 ,1171 
2016,Morgan ,Morgan,39115 ,168 ,14804 ,1135 
2016,Morrow ,Morrow,39117 ,314 ,35036 ,896 
2016,Muskingum ,Muskingum,39119 ,1015 ,86068 ,1179 
2016,Noble ,Noble,39121 ,143 ,14294 ,1000 
2016,Ottawa ,Ottawa,39123 ,515 ,40636 ,1267 
2016,Paulding ,Paulding,39125 ,204 ,18865 ,1081 
2016,Perry ,Perry,39127 ,365 ,35927 ,1016 
2016,Pickaway ,Pickaway,39129 ,592 ,57565 ,1028 
2016,Pike ,Pike,39131 ,344 ,28160 ,1222 
2016,Portage ,Portage,39133 ,1472 ,161921 ,909 
2016,Preble ,Preble,39135 ,484 ,41247 ,1173 
2016,Putnam ,Putnam,39137 ,306 ,34056 ,899 
2016,Richland ,Richland,39139 ,1447 ,121107 ,1195 
2016,Ross ,Ross,39141 ,898 ,77000 ,1166 
2016,Sandusky ,Sandusky,39143 ,675 ,59330 ,1138 
2016,Scioto ,Scioto,39145 ,1036 ,76088 ,1362 
2016,Seneca ,Seneca,39147 ,607 ,55353 ,1097 
2016,Shelby ,Shelby,39149 ,480 ,48623 ,987 
2016,Stark ,Stark,39151 ,4391 ,373612 ,1175 
2016,Summit ,Summit,39153 ,5930 ,540300 ,1098 
2016,Trumbull ,Trumbull,39155 ,2566 ,201825 ,1271 
2016,Tuscarawas ,Tuscarawas,39157 ,1037 ,92420 ,1122 
2016,Union ,Union,39159 ,360 ,55457 ,649 
2016,Van Wert ,Van Wert,39161 ,335 ,28362 ,1181 
2016,Vinton ,Vinton,39163 ,147 ,12921 ,1138 
2016,Warren ,Warren,39165 ,1766 ,227063 ,778 
2016,Washington ,Washington,39167 ,769 ,60610 ,1269 
2016,Wayne ,Wayne,39169 ,1155 ,116470 ,992 
2016,Williams ,Williams,39171 ,443 ,37017 ,1197 
2016,Wood ,Wood,39173 ,1156 ,130219 ,888 
2016,Wyandot ,Wyandot,39175 ,254 ,22118 ,1148 
2017,Adams ,Adams,39001 ,367 ,27726 ,1324 
2017,Allen ,Allen,39003 ,1166 ,103198 ,1130 
2017,Ashland ,Ashland,39005 ,582 ,53628 ,1085 
2017,Ashtabula ,Ashtabula,39007 ,1234 ,97807 ,1262 
2017,Athens ,Athens,39009 ,497 ,66597 ,746 
2017,Auglaize ,Auglaize,39011 ,402 ,45778 ,878 
2017,Belmont ,Belmont,39013 ,872 ,68029 ,1282 
2017,Brown ,Brown,39015 ,545 ,43576 ,1251 
2017,Butler ,Butler,39017 ,3548 ,380604 ,932 
2017,Carroll ,Carroll,39019 ,366 ,27385 ,1337 
2017,Champaign ,Champaign,39021 ,409 ,38840 ,1053 
2017,Clark ,Clark,39023 ,1800 ,134557 ,1338 
2017,Clermont ,Clermont,39025 ,1895 ,204214 ,928 
2017,Clinton ,Clinton,39027 ,492 ,42009 ,1171 
2017,Columbiana ,Columbiana,39029 ,1337 ,103077 ,1297 
2017,Coshocton ,Coshocton,39031 ,404 ,36544 ,1106 
2017,Crawford ,Crawford,39033 ,624 ,41746 ,1495 
2017,Cuyahoga ,Cuyahoga,39035 ,14334 ,1248514 ,1148 
2017,Darke ,Darke,39037 ,602 ,51536 ,1168 
2017,Defiance ,Defiance,39039 ,430 ,38156 ,1127 
2017,Delaware ,Delaware,39041 ,1090 ,200464 ,544 
2017,Erie ,Erie,39043 ,1016 ,74817 ,1358 
2017,Fairfield ,Fairfield,39045 ,1393 ,154733 ,900 
2017,Fayette ,Fayette,39047 ,415 ,28752 ,1443 
2017,Franklin ,Franklin,39049 ,10031 ,1291981 ,776 
2017,Fulton ,Fulton,39051 ,489 ,42289 ,1156 
2017,Gallia ,Gallia,39053 ,398 ,29973 ,1328 
2017,Geauga ,Geauga,39055 ,796 ,93918 ,848 
2017,Greene ,Greene,39057 ,1535 ,166752 ,921 
2017,Guernsey ,Guernsey,39059 ,507 ,39093 ,1297 
2017,Hamilton ,Hamilton,39061 ,8374 ,813822 ,1029 
2017,Hancock ,Hancock,39063 ,827 ,75754 ,1092 
2017,Hardin ,Hardin,39065 ,309 ,31364 ,985 
2017,Harrison ,Harrison,39067 ,199 ,15216 ,1308 
2017,Henry ,Henry,39069 ,284 ,27185 ,1045 
2017,Highland ,Highland,39071 ,515 ,42971 ,1199 
2017,Hocking ,Hocking,39073 ,331 ,28474 ,1163 
2017,Holmes ,Holmes,39075 ,318 ,43957 ,723 
2017,Huron ,Huron,39077 ,643 ,58494 ,1099 
2017,Jackson ,Jackson,39079 ,425 ,32449 ,1310 
2017,Jefferson ,Jefferson,39081 ,957 ,66359 ,1442 
2017,Knox ,Knox,39083 ,637 ,61261 ,1040 
2017,Lake ,Lake,39085 ,2569 ,230117 ,1116 
2017,Lawrence ,Lawrence,39087 ,848 ,60249 ,1408 
2017,Licking ,Licking,39089 ,1690 ,173448 ,974 
2017,Logan ,Logan,39091 ,522 ,45325 ,1152 
2017,Lorain ,Lorain,39093 ,3257 ,307924 ,1058 
2017,Lucas ,Lucas,39095 ,4607 ,430887 ,1069 
2017,Madison ,Madison,39097 ,445 ,44036 ,1011 
2017,Mahoning ,Mahoning,39099 ,3015 ,229796 ,1312 
2017,Marion ,Marion,39101 ,773 ,64967 ,1190 
2017,Medina ,Medina,39103 ,1626 ,178371 ,912 
2017,Meigs ,Meigs,39105 ,285 ,23080 ,1235 
2017,Mercer ,Mercer,39107 ,381 ,40873 ,932 
2017,Miami ,Miami,39109 ,1071 ,105122 ,1019 
2017,Monroe ,Monroe,39111 ,165 ,13946 ,1183 
2017,Montgomery ,Montgomery,39113 ,6542 ,531542 ,1231 
2017,Morgan ,Morgan,39115 ,190 ,14709 ,1292 
2017,Morrow ,Morrow,39117 ,349 ,34994 ,997 
2017,Muskingum ,Muskingum,39119 ,1017 ,86149 ,1181 
2017,Noble ,Noble,39121 ,133 ,14406 ,923 
2017,Ottawa ,Ottawa,39123 ,504 ,40657 ,1240 
2017,Paulding ,Paulding,39125 ,202 ,18845 ,1072 
2017,Perry ,Perry,39127 ,372 ,36024 ,1033 
2017,Pickaway ,Pickaway,39129 ,666 ,57830 ,1152 
2017,Pike ,Pike,39131 ,380 ,28270 ,1344 
2017,Portage ,Portage,39133 ,1534 ,162277 ,945 
2017,Preble ,Preble,39135 ,505 ,41120 ,1228 
2017,Putnam ,Putnam,39137 ,336 ,33878 ,992 
2017,Richland ,Richland,39139 ,1549 ,120589 ,1285 
2017,Ross ,Ross,39141 ,824 ,77313 ,1066 
2017,Sandusky ,Sandusky,39143 ,712 ,59195 ,1203 
2017,Scioto ,Scioto,39145 ,1084 ,75929 ,1428 
2017,Seneca ,Seneca,39147 ,672 ,55243 ,1216 
2017,Shelby ,Shelby,39149 ,492 ,48759 ,1009 
2017,Stark ,Stark,39151 ,4575 ,372542 ,1228 
2017,Summit ,Summit,39153 ,5916 ,541228 ,1093 
2017,Trumbull ,Trumbull,39155 ,2716 ,200380 ,1355 
2017,Tuscarawas ,Tuscarawas,39157 ,1135 ,92297 ,1230 
2017,Union ,Union,39159 ,408 ,56741 ,719 
2017,Van Wert ,Van Wert,39161 ,328 ,28217 ,1162 
2017,Vinton ,Vinton,39163 ,141 ,13092 ,1077 
2017,Warren ,Warren,39165 ,1892 ,228882 ,827 
2017,Washington ,Washington,39167 ,780 ,60418 ,1291 
2017,Wayne ,Wayne,39169 ,1158 ,116038 ,998 
2017,Williams ,Williams,39171 ,454 ,36784 ,1234 
2017,Wood ,Wood,39173 ,1181 ,130492 ,905 
2017,Wyandot ,Wyandot,39175 ,252 ,22029 ,1144 
2018,Adams ,Adams,39001 ,339 ,27724 ,1223 
2018,Allen ,Allen,39003 ,1164 ,102663 ,1134 
2018,Ashland ,Ashland,39005 ,599 ,53745 ,1115 
2018,Ashtabula ,Ashtabula,39007 ,1243 ,97493 ,1275 
2018,Athens ,Athens,39009 ,503 ,65818 ,764 
2018,Auglaize ,Auglaize,39011 ,522 ,45804 ,1140 
2018,Belmont ,Belmont,39013 ,931 ,67505 ,1379 
2018,Brown ,Brown,39015 ,565 ,43602 ,1296 
2018,Butler ,Butler,39017 ,3536 ,382378 ,925 
2018,Carroll ,Carroll,39019 ,321 ,27081 ,1185 
2018,Champaign ,Champaign,39021 ,422 ,38754 ,1089 
2018,Clark ,Clark,39023 ,1773 ,134585 ,1317 
2018,Clermont ,Clermont,39025 ,1919 ,205466 ,934 
2018,Clinton ,Clinton,39027 ,478 ,42057 ,1137 
2018,Columbiana ,Columbiana,39029 ,1285 ,102665 ,1252 
2018,Coshocton ,Coshocton,39031 ,457 ,36629 ,1248 
2018,Crawford ,Crawford,39033 ,568 ,41550 ,1367 
2018,Cuyahoga ,Cuyahoga,39035 ,14182 ,1243857 ,1140 
2018,Darke ,Darke,39037 ,651 ,51323 ,1268 
2018,Defiance ,Defiance,39039 ,400 ,38165 ,1048 
2018,Delaware ,Delaware,39041 ,1204 ,204826 ,588 
2018,Erie ,Erie,39043 ,964 ,74615 ,1292 
2018,Fairfield ,Fairfield,39045 ,1468 ,155782 ,942 
2018,Fayette ,Fayette,39047 ,352 ,28666 ,1228 
2018,Franklin ,Franklin,39049 ,10234 ,1310300 ,781 
2018,Fulton ,Fulton,39051 ,446 ,42276 ,1055 
2018,Gallia ,Gallia,39053 ,429 ,29979 ,1431 
2018,Geauga ,Geauga,39055 ,851 ,94031 ,905 
2018,Greene ,Greene,39057 ,1533 ,167995 ,913 
2018,Guernsey ,Guernsey,39059 ,478 ,39022 ,1225 
2018,Hamilton ,Hamilton,39061 ,8142 ,816684 ,997 
2018,Hancock ,Hancock,39063 ,824 ,75930 ,1085 
2018,Hardin ,Hardin,39065 ,341 ,31480 ,1083 
2018,Harrison ,Harrison,39067 ,218 ,15174 ,1437 
2018,Henry ,Henry,39069 ,311 ,27086 ,1148 
2018,Highland ,Highland,39071 ,503 ,43058 ,1168 
2018,Hocking ,Hocking,39073 ,360 ,28385 ,1268 
2018,Holmes ,Holmes,39075 ,338 ,43892 ,770 
2018,Huron ,Huron,39077 ,620 ,58504 ,1060 
2018,Jackson ,Jackson,39079 ,463 ,32384 ,1430 
2018,Jefferson ,Jefferson,39081 ,935 ,65767 ,1422 
2018,Knox ,Knox,39083 ,649 ,61893 ,1049 
2018,Lake ,Lake,39085 ,2577 ,230514 ,1118 
2018,Lawrence ,Lawrence,39087 ,920 ,59866 ,1537 
2018,Licking ,Licking,39089 ,1740 ,175769 ,990 
2018,Logan ,Logan,39091 ,514 ,45358 ,1133 
2018,Lorain ,Lorain,39093 ,3301 ,309461 ,1067 
2018,Lucas ,Lucas,39095 ,4855 ,429899 ,1129 
2018,Madison ,Madison,39097 ,409 ,44413 ,921 
2018,Mahoning ,Mahoning,39099 ,3114 ,229642 ,1356 
2018,Marion ,Marion,39101 ,790 ,65256 ,1211 
2018,Medina ,Medina,39103 ,1648 ,179146 ,920 
2018,Meigs ,Meigs,39105 ,364 ,23106 ,1575 
2018,Mercer ,Mercer,39107 ,416 ,40959 ,1016 
2018,Miami ,Miami,39109 ,1164 ,106222 ,1096 
2018,Monroe ,Monroe,39111 ,205 ,13790 ,1487 
2018,Montgomery ,Montgomery,39113 ,6441 ,532331 ,1210 
2018,Morgan ,Morgan,39115 ,183 ,14604 ,1253 
2018,Morrow ,Morrow,39117 ,311 ,35112 ,886 
2018,Muskingum ,Muskingum,39119 ,1052 ,86183 ,1221 
2018,Noble ,Noble,39121 ,147 ,14354 ,1024 
2018,Ottawa ,Ottawa,39123 ,539 ,40769 ,1322 
2018,Paulding ,Paulding,39125 ,209 ,18760 ,1114 
2018,Perry ,Perry,39127 ,363 ,36033 ,1007 
2018,Pickaway ,Pickaway,39129 ,611 ,58086 ,1052 
2018,Pike ,Pike,39131 ,414 ,28067 ,1475 
2018,Portage ,Portage,39133 ,1570 ,162927 ,964 
2018,Preble ,Preble,39135 ,494 ,40997 ,1205 
2018,Putnam ,Putnam,39137 ,324 ,33780 ,959 
2018,Richland ,Richland,39139 ,1519 ,121099 ,1254 
2018,Ross ,Ross,39141 ,897 ,76931 ,1166 
2018,Sandusky ,Sandusky,39143 ,704 ,58799 ,1197 
2018,Scioto ,Scioto,39145 ,1084 ,75502 ,1436 
2018,Seneca ,Seneca,39147 ,618 ,55207 ,1119 
2018,Shelby ,Shelby,39149 ,482 ,48627 ,991 
2018,Stark ,Stark,39151 ,4432 ,371574 ,1193 
2018,Summit ,Summit,39153 ,5866 ,541918 ,1083 
2018,Trumbull ,Trumbull,39155 ,2639 ,198627 ,1329 
2018,Tuscarawas ,Tuscarawas,39157 ,1135 ,92176 ,1231 
2018,Union ,Union,39159 ,417 ,57835 ,721 
2018,Van Wert ,Van Wert,39161 ,324 ,28281 ,1146 
2018,Vinton ,Vinton,39163 ,163 ,13139 ,1241 
2018,Warren ,Warren,39165 ,1862 ,232173 ,802 
2018,Washington ,Washington,39167 ,754 ,60155 ,1253 
2018,Wayne ,Wayne,39169 ,1224 ,115967 ,1056 
2018,Williams ,Williams,39171 ,453 ,36804 ,1231 
2018,Wood ,Wood,39173 ,1229 ,130696 ,940 
2018,Wyandot ,Wyandot,39175 ,266 ,21935 ,1213 
