Year,County,CountyName,countyFIPS,Deaths,Population,CrudeRate
2017,Tompkins ,Tompkins,36109 ,713 ,104802 ,680 
2017,Ulster ,Ulster,36111 ,1757 ,179417 ,979 
2017,Warren ,Warren,36113 ,729 ,64532 ,1130 
2017,Washington ,Washington,36115 ,642 ,61620 ,1042 
2017,Wayne ,Wayne,36117 ,863 ,90670 ,952 
2017,Westchester ,Westchester,36119 ,7168 ,980244 ,731 
2017,Wyoming ,Wyoming,36121 ,385 ,40493 ,951 
2017,Yates ,Yates,36123 ,277 ,24955 ,1110 
2018,Albany ,Albany,36001 ,2830 ,307117 ,922 
2018,Allegany ,Allegany,36003 ,526 ,46430 ,1133 
2018,Bronx ,Bronx,36005 ,9785 ,1432132 ,683 
2018,Broome ,Broome,36007 ,2143 ,191659 ,1118 
2018,Cattaraugus ,Cattaraugus,36009 ,900 ,76840 ,1171 
2018,Cayuga ,Cayuga,36011 ,817 ,77145 ,1059 
2018,Chautauqua ,Chautauqua,36013 ,1588 ,127939 ,1241 
2018,Chemung ,Chemung,36015 ,1009 ,84254 ,1198 
2018,Chenango ,Chenango,36017 ,592 ,47536 ,1245 
2018,Clinton ,Clinton,36019 ,774 ,80695 ,959 
2018,Columbia ,Columbia,36021 ,683 ,59916 ,1140 
2018,Cortland ,Cortland,36023 ,441 ,47823 ,922 
2018,Delaware ,Delaware,36025 ,566 ,44527 ,1271 
2018,Dutchess ,Dutchess,36027 ,2700 ,293718 ,919 
2018,Erie ,Erie,36029 ,9874 ,919719 ,1074 
2018,Essex ,Essex,36031 ,401 ,37300 ,1075 
2018,Franklin ,Franklin,36033 ,453 ,50293 ,901 
2018,Fulton ,Fulton,36035 ,600 ,53591 ,1120 
2018,Genesee ,Genesee,36037 ,650 ,57511 ,1130 
2018,Greene ,Greene,36039 ,547 ,47491 ,1152 
2018,Hamilton ,Hamilton,36041 ,62 ,4434 ,1398 
2018,Herkimer ,Herkimer,36043 ,683 ,61833 ,1105 
2018,Jefferson ,Jefferson,36045 ,934 ,111755 ,836 
2018,Kings ,Kings,36047 ,16011 ,2582830 ,620 
2018,Lewis ,Lewis,36049 ,247 ,26447 ,934 
2018,Livingston ,Livingston,36051 ,583 ,63227 ,922 
2018,Madison ,Madison,36053 ,611 ,70795 ,863 
2018,Monroe ,Monroe,36055 ,6805 ,742474 ,917 
2018,Montgomery ,Montgomery,36057 ,597 ,49455 ,1207 
2018,Nassau ,Nassau,36059 ,11039 ,1358343 ,813 
2018,New York ,New York,36061 ,10283 ,1628701 ,631 
2018,Niagara ,Niagara,36063 ,2409 ,210433 ,1145 
2018,Oneida ,Oneida,36065 ,2595 ,229577 ,1130 
2018,Onondaga ,Onondaga,36067 ,4285 ,461809 ,928 
2018,Ontario ,Ontario,36069 ,1102 ,109864 ,1003 
2018,Orange ,Orange,36071 ,2824 ,381951 ,739 
2018,Orleans ,Orleans,36073 ,398 ,40612 ,980 
2018,Oswego ,Oswego,36075 ,1087 ,117898 ,922 
2018,Otsego ,Otsego,36077 ,619 ,59749 ,1036 
2018,Putnam ,Putnam,36079 ,694 ,98892 ,702 
2018,Queens ,Queens,36081 ,14630 ,2278906 ,642 
2018,Rensselaer ,Rensselaer,36083 ,1510 ,159442 ,947 
2018,Richmond ,Richmond,36085 ,3752 ,476179 ,788 
2018,Rockland ,Rockland,36087 ,2312 ,325695 ,710 
2018,St. Lawrence ,St. Lawrence,36089 ,1034 ,108047 ,957 
2018,Saratoga ,Saratoga,36091 ,1955 ,230163 ,849 
2018,Schenectady ,Schenectady,36093 ,1606 ,155350 ,1034 
2018,Schoharie ,Schoharie,36095 ,322 ,31097 ,1036 
2018,Schuyler ,Schuyler,36097 ,198 ,17912 ,1105 
2018,Seneca ,Seneca,36099 ,383 ,34300 ,1117 
2018,Steuben ,Steuben,36101 ,1072 ,95796 ,1119 
2018,Suffolk ,Suffolk,36103 ,12617 ,1481093 ,852 
2018,Sullivan ,Sullivan,36105 ,724 ,75498 ,959 
2018,Tioga ,Tioga,36107 ,465 ,48560 ,958 
2018,Tompkins ,Tompkins,36109 ,715 ,102793 ,696 
2018,Ulster ,Ulster,36111 ,1736 ,178599 ,972 
2018,Warren ,Warren,36113 ,751 ,64265 ,1169 
2018,Washington ,Washington,36115 ,682 ,61197 ,1114 
2018,Wayne ,Wayne,36117 ,937 ,90064 ,1040 
2018,Westchester ,Westchester,36119 ,7367 ,967612 ,761 
2018,Wyoming ,Wyoming,36121 ,390 ,40085 ,973 
2018,Yates ,Yates,36123 ,278 ,24841 ,1119 
